Time,Distance,Player_Pos_X,Player_Pos_Y,Player_Pos_Z,Player_Speed,Player_Health,Player_Turret_X,Player_Turret_Y,Player_Body_X,Player_Body_Y,Player_Body_Z,TurretCam_X,TurretCam_Y,TurretCam_Z,StereoL_X,StereoL_Y,StereoL_Z,StereoL_Roll,StereoL_Pitch,StereoL_Yaw,StereoR_X,StereoR_Y,StereoR_Z,StereoR_Roll,StereoR_Pitch,StereoR_Yaw,Enemy_Pos_X,Enemy_Pos_Y,Enemy_Pos_Z,Enemy_Speed,Enemy_Health,Enemy_Turret_X,Enemy_Turret_Y,Enemy_Body_X,Enemy_Body_Y,Enemy_Body_Z
0.54,335.45,0.0000,8.3599,300.0000,-25.41,100.00,18.91,0.00,18.91,0.00,0.00,0.1201,11.3778,300.3287,-0.2456,11.3778,300.4646,0.00,0.00,18.91,0.7004,11.3778,300.1404,0.00,0.00,18.91,300.0454,8.7506,150.0048,-18.92,100.00,180.00,0.57,180.00,359.43,4.40
1.08,336.00,0.0000,7.8078,300.0000,1.03,100.00,40.32,0.00,40.32,0.00,0.00,0.2318,10.8257,300.2622,-0.0591,10.8257,300.5222,0.00,0.00,40.32,0.7033,10.8257,299.8751,0.00,0.00,40.32,300.6538,8.3276,150.0004,1.39,100.00,179.59,-0.66,179.59,0.66,35.44
1.59,336.20,0.0000,7.7545,300.0000,0.10,100.00,60.82,0.00,60.82,0.00,0.00,0.3089,10.7724,300.1644,0.1275,10.7724,300.5098,0.00,0.00,60.82,0.6151,10.7724,299.6367,0.00,0.00,60.82,300.8694,7.4763,149.9835,1.72,100.00,180.44,-0.31,180.44,0.31,61.49
2.13,335.63,0.0000,8.3853,300.0000,1.17,100.00,82.10,0.00,82.10,0.00,0.00,0.3475,11.4032,300.0411,0.3038,11.4032,300.4287,0.00,0.00,82.10,0.4413,11.4032,299.4382,0.00,0.00,82.10,300.2342,6.9966,149.9883,1.48,100.00,180.46,-0.18,180.46,0.18,101.40
2.65,335.33,0.0000,8.3852,300.0000,0.00,100.00,102.44,0.00,102.44,0.00,0.00,0.3402,11.4031,299.9177,0.4339,11.4031,300.2964,0.00,0.00,102.44,0.2185,11.4031,299.3199,0.00,0.00,102.44,299.9023,6.9763,149.9884,0.64,100.00,180.41,-0.05,180.41,0.05,118.28
3.17,335.31,0.0000,8.3777,300.0000,0.01,100.00,123.07,0.00,123.07,0.00,0.00,0.2894,11.3956,299.8032,0.5106,11.3956,300.1245,0.00,0.00,123.07,-0.0350,11.3956,299.2865,0.00,0.00,123.07,299.8820,6.9784,149.9883,0.04,100.00,180.41,-0.04,180.41,0.04,119.31
3.70,335.37,0.0001,8.3697,300.0000,0.02,100.00,136.14,0.00,136.14,0.00,0.00,0.2374,11.3876,299.7428,0.5255,11.3876,300.0059,0.00,0.00,136.14,-0.1955,11.3876,299.3129,0.00,0.00,136.14,299.9496,6.9733,149.9884,0.13,100.00,180.42,-0.06,180.42,0.06,115.88
4.25,335.42,0.0001,8.3525,300.0000,0.03,100.00,136.68,0.00,136.68,0.00,0.00,0.2350,11.3704,299.7406,0.5256,11.3704,300.0009,0.00,0.00,136.68,-0.2020,11.3704,299.3148,0.00,0.00,136.68,299.9988,6.9724,149.9884,0.09,100.00,180.43,-0.08,180.43,0.08,113.40
4.80,335.43,0.0001,8.3695,300.0000,0.03,100.00,135.58,0.00,135.58,0.00,0.00,0.2399,11.3874,299.7451,0.5255,11.3874,300.0110,0.00,0.00,135.58,-0.1887,11.3874,299.3111,0.00,0.00,135.58,300.0116,6.9724,149.9884,0.02,100.00,180.43,-0.09,180.43,0.09,112.74
5.35,335.43,0.0001,8.3841,300.0000,0.03,100.00,134.48,0.00,134.48,0.00,0.00,0.2448,11.4020,299.7498,0.5252,11.4020,300.0211,0.00,0.00,134.48,-0.1755,11.4020,299.3076,0.00,0.00,134.48,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
5.90,335.31,0.0890,8.3691,299.9126,0.23,100.00,134.48,0.00,134.48,0.00,0.00,0.3337,11.3870,299.6624,0.6141,11.3870,299.9337,0.00,0.00,134.48,-0.0865,11.3870,299.2202,0.00,0.00,134.48,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
6.51,335.13,0.2267,8.3795,299.7774,0.31,100.00,134.48,0.00,134.48,0.00,0.00,0.4714,11.3974,299.5272,0.7518,11.3974,299.7985,0.00,0.00,134.48,0.0512,11.3974,299.0850,0.00,0.00,134.48,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
7.06,334.34,0.8131,8.3691,299.2015,1.51,100.00,134.48,0.00,134.48,0.00,0.00,1.0578,11.3870,298.9513,1.3382,11.3870,299.2226,0.00,0.00,134.48,0.6376,11.3870,298.5091,0.00,0.00,134.48,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
7.62,333.54,1.4150,8.3573,298.6105,1.49,100.00,134.48,0.00,134.48,0.00,0.00,1.6597,11.3752,298.3603,1.9401,11.3752,298.6316,0.00,0.00,134.48,1.2394,11.3752,297.9181,0.00,0.00,134.48,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
8.13,332.64,2.0906,8.3824,297.9471,1.87,100.00,134.48,0.00,134.48,0.00,0.00,2.3353,11.4003,297.6969,2.6157,11.4003,297.9681,0.00,0.00,134.48,1.9150,11.4003,297.2546,0.00,0.00,134.48,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
8.71,331.68,2.8108,8.3745,297.2398,1.73,100.00,134.48,0.08,134.48,359.92,0.00,3.0527,11.3928,296.9924,3.3331,11.3928,297.2637,0.00,359.92,134.48,2.6324,11.3929,296.5502,0.00,359.92,134.48,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
9.22,330.45,3.7380,8.3589,296.3242,2.56,100.00,135.35,0.08,135.35,359.92,0.00,3.9760,11.3772,296.0732,4.2605,11.3772,296.3401,0.00,359.92,135.35,3.5491,11.3772,295.6373,0.00,359.92,135.35,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
9.75,330.19,3.9253,8.3535,296.1336,0.51,100.00,136.37,0.08,136.37,359.92,0.00,4.1588,11.3718,295.8783,4.4479,11.3718,296.1402,0.00,359.92,136.37,3.7241,11.3718,295.4502,0.00,359.92,136.37,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
10.33,330.19,3.9253,8.3842,296.1336,0.05,100.00,137.26,0.08,137.26,359.92,0.00,4.1547,11.4025,295.8747,4.4480,11.4025,296.1320,0.00,359.92,137.26,3.7135,11.4025,295.4533,0.00,359.92,137.26,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
10.87,330.11,3.9879,8.3788,296.0647,0.17,100.00,137.71,0.08,137.71,359.92,0.00,4.2153,11.3972,295.8040,4.5106,11.3972,296.0590,0.00,359.92,137.71,3.7708,11.3972,295.3861,0.00,359.92,137.71,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
11.38,329.89,4.1463,8.3564,295.8907,0.46,100.00,137.40,0.08,137.40,359.92,0.00,4.3752,11.3748,295.6312,4.6690,11.3748,295.8878,0.00,359.92,137.40,3.9330,11.3748,295.2109,0.00,359.92,137.40,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
12.10,329.88,4.1482,8.3601,295.8887,0.01,100.00,136.48,0.08,136.48,359.92,0.00,4.3812,11.3784,295.6330,4.6709,11.3785,295.8943,0.00,359.92,136.48,3.9458,11.3784,295.2057,0.00,359.92,136.48,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
12.62,329.88,4.1482,8.3640,295.8887,0.01,100.00,134.93,0.08,134.93,359.92,0.00,4.3881,11.3824,295.6395,4.6706,11.3824,295.9085,0.00,359.92,134.93,3.9644,11.3824,295.2005,0.00,359.92,134.93,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
13.15,329.79,4.2188,8.3799,295.8187,0.19,100.00,134.77,0.08,134.77,359.92,0.00,4.4594,11.3982,295.5701,4.7412,11.3982,295.8399,0.00,359.92,134.77,4.0369,11.3982,295.1300,0.00,359.92,134.77,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
13.67,329.63,4.3414,8.3830,295.6971,0.33,100.00,134.93,0.08,134.93,359.92,0.00,4.5813,11.4014,295.4478,4.8638,11.4014,295.7169,0.00,359.92,134.93,4.1576,11.4014,295.0089,0.00,359.92,134.93,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
14.22,329.63,4.3414,8.3632,295.6971,0.04,100.00,135.99,0.08,135.99,359.92,0.00,4.5766,11.3815,295.4434,4.8640,11.3816,295.7072,0.00,359.92,135.99,4.1449,11.3815,295.0123,0.00,359.92,135.99,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
14.77,329.63,4.3414,8.3862,295.6971,0.04,100.00,135.99,0.08,135.99,359.92,0.00,4.5766,11.4046,295.4434,4.8640,11.4046,295.7072,0.00,359.92,135.99,4.1449,11.4046,295.0123,0.00,359.92,135.99,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
15.30,329.63,4.3414,8.3636,295.6971,0.04,100.00,126.40,0.07,126.40,359.93,0.01,4.6160,11.3819,295.4866,4.8555,11.3819,295.7946,0.01,359.93,126.40,4.2620,11.3821,294.9897,0.01,359.93,126.40,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
15.83,329.63,4.3414,8.3749,295.6971,0.02,100.00,95.68,0.06,95.68,359.94,0.05,4.6861,11.3931,295.6583,4.7346,11.3928,296.0453,0.05,359.94,95.68,4.6356,11.3937,295.0503,0.05,359.94,95.68,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
16.34,329.63,4.3415,8.3649,295.6971,0.02,100.00,74.98,0.04,74.98,359.96,0.07,4.6784,11.3831,295.7838,4.5870,11.3826,296.1630,0.07,359.96,74.98,4.8461,11.3838,295.1972,0.07,359.96,74.98,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
16.87,329.63,4.3415,8.3836,295.6971,0.04,100.00,62.19,0.02,62.19,359.98,0.07,4.6514,11.4016,295.8569,4.4783,11.4012,296.2065,0.07,359.98,62.19,4.9448,11.4024,295.3220,0.07,359.98,62.19,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
17.45,329.63,4.3415,8.3762,295.6971,0.01,100.00,64.69,0.03,64.69,359.97,0.07,4.6579,11.3942,295.8431,4.5002,11.3937,296.2000,0.07,359.97,64.69,4.9278,11.3950,295.2960,0.07,359.97,64.69,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
17.99,329.63,4.3415,8.3793,295.6971,0.01,100.00,83.20,0.05,83.20,359.95,0.06,4.6869,11.3975,295.7343,4.6506,11.3971,296.1228,0.06,359.95,83.20,4.7691,11.3981,295.1299,0.06,359.95,83.20,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
18.50,329.63,4.3415,8.3597,295.6971,0.04,100.00,110.49,0.07,110.49,359.93,0.03,4.6639,11.3780,295.5708,4.8098,11.3778,295.9326,0.03,359.93,110.49,4.4598,11.3783,294.9959,0.03,359.93,110.49,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
19.07,329.63,4.3415,8.3545,295.6971,0.01,100.00,111.19,0.07,111.19,359.93,0.03,4.6624,11.3728,295.5669,4.8126,11.3726,295.9269,0.03,359.93,111.19,4.4512,11.3731,294.9945,0.03,359.93,111.19,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
19.59,329.63,4.3415,8.3524,295.6971,0.00,100.00,89.96,0.05,89.96,359.95,0.05,4.6886,11.3707,295.6931,4.6983,11.3703,296.0831,0.05,359.95,89.96,4.6990,11.3713,295.0831,0.05,359.95,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
20.09,329.63,4.3415,8.3795,295.6971,0.05,100.00,71.99,0.03,71.99,359.97,0.07,4.6736,11.3976,295.8014,4.5626,11.3971,296.1754,0.07,359.97,71.99,4.8717,11.3983,295.2243,0.07,359.97,71.99,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
20.61,329.52,4.4774,8.3530,295.7413,0.28,100.00,71.99,0.03,71.99,359.97,0.07,4.8095,11.3711,295.8456,4.6985,11.3707,296.2195,0.07,359.97,71.99,5.0076,11.3719,295.2685,0.07,359.97,71.99,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
21.11,329.51,4.4971,8.3526,295.7476,0.04,100.00,72.89,0.04,72.89,359.96,0.07,4.8307,11.3708,295.8466,4.7255,11.3703,296.2223,0.07,359.96,72.89,5.0197,11.3715,295.2666,0.07,359.96,72.89,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
21.61,329.51,4.4971,8.3850,295.7476,0.06,100.00,73.91,0.04,73.91,359.96,0.07,4.8324,11.4031,295.8406,4.7339,11.4027,296.2181,0.07,359.96,73.91,5.0110,11.4038,295.2573,0.07,359.96,73.91,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
22.16,329.51,4.4971,8.3677,295.7476,0.03,100.00,74.87,0.04,74.87,359.96,0.07,4.8338,11.3859,295.8349,4.7417,11.3854,296.2141,0.07,359.96,74.87,5.0027,11.3866,295.2487,0.07,359.96,74.87,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
22.69,329.51,4.4971,8.3772,295.7477,0.02,100.00,76.08,0.04,76.08,359.96,0.06,4.8356,11.3953,295.8278,4.7514,11.3949,296.2088,0.06,359.96,76.08,4.9920,11.3960,295.2382,0.06,359.96,76.08,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
23.19,329.51,4.4971,8.3733,295.7477,0.01,100.00,77.08,0.04,77.08,359.96,0.06,4.8369,11.3915,295.8218,4.7594,11.3911,296.2042,0.06,359.96,77.08,4.9830,11.3922,295.2295,0.06,359.96,77.08,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
23.70,329.51,4.4971,8.3671,295.7477,0.01,100.00,78.09,0.04,78.09,359.96,0.06,4.8381,11.3853,295.8159,4.7674,11.3849,296.1995,0.06,359.96,78.09,4.9738,11.3860,295.2211,0.06,359.96,78.09,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
24.22,329.51,4.4971,8.3555,295.7477,0.02,100.00,79.00,0.04,79.00,359.96,0.06,4.8391,11.3736,295.8103,4.7745,11.3732,296.1951,0.06,359.96,79.00,4.9653,11.3743,295.2134,0.06,359.96,79.00,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
24.73,329.51,4.4971,8.3790,295.7477,0.05,100.00,80.15,0.04,80.15,359.96,0.06,4.8403,11.3972,295.8034,4.7834,11.3968,296.1894,0.06,359.96,80.15,4.9544,11.3979,295.2041,0.06,359.96,80.15,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
25.27,329.51,4.4972,8.3816,295.7477,0.00,100.00,81.23,0.04,81.23,359.96,0.06,4.8412,11.3998,295.7969,4.7916,11.3994,296.1839,0.06,359.96,81.23,4.9441,11.4005,295.1956,0.06,359.96,81.23,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
25.79,329.51,4.4972,8.3834,295.7477,0.00,100.00,82.04,0.05,82.04,359.95,0.06,4.8418,11.4016,295.7920,4.7977,11.4012,296.1797,0.06,359.95,82.04,4.9362,11.4023,295.1893,0.06,359.95,82.04,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
26.36,329.51,4.4972,8.3594,295.7477,0.04,100.00,83.25,0.05,83.25,359.95,0.06,4.8427,11.3776,295.7847,4.8068,11.3772,296.1731,0.06,359.95,83.25,4.9243,11.3782,295.1801,0.06,359.95,83.25,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
26.90,329.51,4.4972,8.3688,295.7477,0.02,100.00,84.48,0.05,84.48,359.95,0.06,4.8433,11.3870,295.7772,4.8158,11.3866,296.1664,0.06,359.95,84.48,4.9120,11.3876,295.1710,0.06,359.95,84.48,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
27.41,329.51,4.4972,8.3749,295.7477,0.01,100.00,85.51,0.05,85.51,359.95,0.06,4.8438,11.3931,295.7709,4.8232,11.3927,296.1605,0.06,359.95,85.51,4.9015,11.3937,295.1636,0.06,359.95,85.51,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
27.93,329.51,4.4972,8.3806,295.7477,0.01,100.00,86.54,0.05,86.54,359.95,0.06,4.8441,11.3988,295.7646,4.8306,11.3985,296.1545,0.06,359.95,86.54,4.8909,11.3994,295.1563,0.06,359.95,86.54,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
28.61,329.51,4.4973,8.3745,295.7477,0.01,100.00,87.53,0.05,87.53,359.95,0.06,4.8443,11.3927,295.7586,4.8375,11.3924,296.1487,0.06,359.95,87.53,4.8806,11.3934,295.1496,0.06,359.95,87.53,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
29.14,329.51,4.4973,8.3593,295.7477,0.03,100.00,88.97,0.05,88.97,359.95,0.05,4.8444,11.3775,295.7498,4.8474,11.3772,296.1400,0.05,359.95,88.97,4.8654,11.3781,295.1401,0.05,359.95,88.97,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
29.69,329.51,4.4973,8.3850,295.7477,0.05,100.00,90.05,0.05,90.05,359.95,0.05,4.8444,11.4033,295.7432,4.8547,11.4029,296.1332,0.05,359.95,90.05,4.8538,11.4038,295.1332,0.05,359.95,90.05,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
30.19,329.51,4.4973,8.3829,295.7477,0.00,100.00,91.06,0.05,91.06,359.95,0.05,4.8442,11.4011,295.7371,4.8614,11.4008,296.1268,0.05,359.95,91.06,4.8430,11.4017,295.1270,0.05,359.95,91.06,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
30.74,329.40,4.6228,8.3614,295.7454,0.23,100.00,91.06,0.05,91.06,359.95,0.05,4.9697,11.3796,295.7347,4.9868,11.3793,296.1245,0.05,359.95,91.06,4.9684,11.3802,295.1246,0.05,359.95,91.06,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
31.38,329.10,4.9447,8.3626,295.7395,0.50,100.00,91.06,0.05,91.06,359.95,0.05,5.2916,11.3808,295.7288,5.3087,11.3805,296.1186,0.05,359.95,91.06,5.2903,11.3814,295.1187,0.05,359.95,91.06,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
31.90,328.49,5.6242,8.3565,295.7270,1.30,100.00,91.06,0.05,91.06,359.95,0.05,5.9710,11.3747,295.7163,5.9882,11.3744,296.1061,0.05,359.95,91.06,5.9698,11.3753,295.1062,0.05,359.95,91.06,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
32.41,327.83,6.3535,8.3551,295.7135,1.46,100.00,91.06,0.05,91.06,359.95,0.05,6.7003,11.3733,295.7029,6.7175,11.3730,296.0926,0.05,359.95,91.06,6.6991,11.3739,295.0928,0.05,359.95,91.06,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
32.96,327.06,7.2094,8.3621,295.6978,1.54,100.00,91.06,0.05,91.06,359.95,0.05,7.5563,11.3804,295.6871,7.5735,11.3800,296.0769,0.05,359.95,91.06,7.5551,11.3809,295.0771,0.05,359.95,91.06,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
33.49,325.85,8.5515,8.3585,295.6731,2.56,100.00,91.06,0.05,91.06,359.95,0.05,8.8985,11.3767,295.6624,8.9157,11.3763,296.0521,0.05,359.95,91.06,8.8973,11.3772,295.0523,0.05,359.95,91.06,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
34.15,324.54,10.0008,8.3594,295.6464,2.20,100.00,91.05,0.40,91.05,359.60,0.39,10.3296,11.3796,295.6538,10.3468,11.3771,296.0435,0.39,359.60,91.05,10.3284,11.3838,295.0437,0.39,359.60,91.05,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
34.67,322.79,11.9449,8.3949,295.6106,3.73,100.00,91.05,0.37,91.05,359.63,0.36,12.2755,11.4150,295.6162,12.2927,11.4126,296.0060,0.36,359.63,91.05,12.2743,11.4188,295.0061,0.36,359.63,91.05,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
35.17,321.47,13.4008,8.3932,295.5838,2.89,100.00,91.06,0.05,91.06,359.95,0.05,13.7478,11.4114,295.5730,13.7649,11.4111,295.9628,0.05,359.95,91.06,13.7465,11.4120,294.9629,0.05,359.95,91.06,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
35.70,319.60,15.4937,8.3838,295.5512,3.97,100.00,90.34,0.05,90.34,359.95,0.05,15.8408,11.4020,295.5448,15.8531,11.4017,295.9348,0.05,359.95,90.34,15.8472,11.4026,294.9348,0.05,359.95,90.34,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
36.21,318.45,16.7832,8.3716,295.5495,2.54,100.00,89.96,0.05,89.96,359.95,0.05,17.1304,11.3898,295.5454,17.1401,11.3895,295.9355,0.05,359.95,89.96,17.1409,11.3904,294.9355,0.05,359.95,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
36.71,317.18,18.2127,8.3714,295.5506,2.86,100.00,89.96,0.05,89.96,359.95,0.05,18.5598,11.3896,295.5465,18.5695,11.3892,295.9366,0.05,359.95,89.96,18.5703,11.3901,294.9366,0.05,359.95,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
37.23,315.93,19.6225,8.3715,295.5516,2.71,100.00,89.96,0.05,89.96,359.95,0.05,19.9696,11.3897,295.5475,19.9794,11.3894,295.9376,0.05,359.95,89.96,19.9801,11.3903,294.9376,0.05,359.95,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
37.77,313.92,21.8806,8.3976,295.5534,4.14,100.00,89.96,0.05,89.96,359.95,0.05,22.2278,11.4158,295.5493,22.2375,11.4154,295.9393,0.05,359.95,89.96,22.2383,11.4163,294.9393,0.05,359.95,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
38.28,312.13,23.9058,8.3916,295.5549,4.00,100.00,89.96,0.07,89.96,359.93,0.10,24.2522,11.4099,295.5531,24.2619,11.4093,295.9431,0.10,359.93,89.96,24.2627,11.4109,294.9431,0.10,359.93,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
38.78,310.19,26.1059,8.3888,295.5565,4.38,100.00,89.96,0.14,89.96,359.86,0.43,26.4484,11.4076,295.5724,26.4581,11.4047,295.9624,0.43,359.86,89.96,26.4588,11.4122,294.9624,0.43,359.86,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
39.34,308.23,28.3314,8.3983,295.5583,3.98,100.00,89.96,0.04,89.96,359.96,0.06,28.6792,11.4164,295.5545,28.6889,11.4160,295.9445,0.06,359.96,89.96,28.6897,11.4170,294.9445,0.06,359.96,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
39.89,305.35,31.6005,8.4208,295.5607,5.95,100.00,89.96,0.04,89.96,359.96,0.06,31.9484,11.4390,295.5568,31.9581,11.4386,295.9468,0.06,359.96,89.96,31.9589,11.4396,294.9468,0.06,359.96,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
40.41,302.79,34.5172,8.4133,295.5628,5.56,100.00,89.96,0.04,89.96,359.96,0.06,34.8651,11.4314,295.5590,34.8749,11.4310,295.9490,0.06,359.96,89.96,34.8756,11.4320,294.9490,0.06,359.96,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
40.93,300.14,37.5395,8.4147,295.5652,5.82,100.00,89.96,0.04,89.96,359.96,0.06,37.8874,11.4328,295.5613,37.8971,11.4324,295.9513,0.06,359.96,89.96,37.8979,11.4334,294.9513,0.06,359.96,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
41.45,297.88,40.1329,8.4229,295.5672,5.03,100.00,89.96,0.04,89.96,359.96,0.06,40.4808,11.4410,295.5633,40.4905,11.4407,295.9533,0.06,359.96,89.96,40.4913,11.4416,294.9533,0.06,359.96,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
41.98,294.81,43.6567,8.4022,295.5699,6.61,100.00,89.96,0.06,89.96,359.94,0.42,44.0032,11.4205,295.5851,44.0129,11.4177,295.9751,0.42,359.94,89.96,44.0137,11.4249,294.9752,0.42,359.94,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
42.50,292.19,46.6810,8.4064,295.5723,5.83,100.00,89.96,0.01,89.96,359.99,0.05,47.0305,11.4244,295.5684,47.0402,11.4240,295.9584,0.05,359.99,89.96,47.0409,11.4249,294.9584,0.05,359.99,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
43.06,289.88,49.3419,8.4079,295.5743,4.71,100.00,89.96,0.02,89.96,359.98,0.05,49.6906,11.4259,295.5700,49.7003,11.4256,295.9600,0.05,359.98,89.96,49.7010,11.4264,294.9600,0.05,359.98,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
43.59,287.16,52.5023,8.4258,295.5767,5.96,100.00,89.96,0.39,89.96,359.61,0.40,52.8315,11.4460,295.5907,52.8412,11.4434,295.9807,0.40,359.61,89.96,52.8420,11.4503,294.9807,0.40,359.61,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
44.15,283.94,56.2390,8.4379,295.5794,6.73,100.00,89.96,0.05,89.96,359.95,0.05,56.5862,11.4561,295.5753,56.5959,11.4558,295.9654,0.05,359.95,89.96,56.5967,11.4567,294.9654,0.05,359.95,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
44.66,281.32,59.3005,8.4162,295.5818,5.98,100.00,89.96,0.05,89.96,359.95,0.05,59.6477,11.4344,295.5777,59.6574,11.4340,295.9677,0.05,359.95,89.96,59.6582,11.4349,294.9677,0.05,359.95,89.96,300.0116,6.9724,149.9884,0.00,100.00,180.43,-0.09,180.43,0.09,112.74
