Time,Distance,Player_Pos_X,Player_Pos_Y,Player_Pos_Z,Player_Speed,Player_Health,Player_Turret_X,Player_Turret_Y,Player_Body_X,Player_Body_Y,Player_Body_Z,TurretCam_X,TurretCam_Y,TurretCam_Z,StereoL_X,StereoL_Y,StereoL_Z,StereoL_Roll,StereoL_Pitch,StereoL_Yaw,StereoR_X,StereoR_Y,StereoR_Z,StereoR_Roll,StereoR_Pitch,StereoR_Yaw,Enemy_Pos_X,Enemy_Pos_Y,Enemy_Pos_Z,Enemy_Speed,Enemy_Health,Enemy_Turret_X,Enemy_Turret_Y,Enemy_Body_X,Enemy_Body_Y,Enemy_Body_Z
0.52,150.00,300.0000,9.4129,300.0000,-0.05,100.00,0.00,0.00,0.00,0.00,0.00,300.0070,12.4308,300.3499,299.6170,12.4308,300.3599,0.00,0.00,0.00,300.6170,12.4308,300.3599,0.00,0.00,0.00,300.0000,8.8349,150.0000,-0.03,100.00,180.00,0.00,180.00,0.00,0.00
1.02,150.00,300.0000,6.4077,300.0000,5.98,100.00,342.69,-0.13,342.69,0.13,0.48,299.8762,9.4247,300.3351,299.5009,9.4214,300.2286,0.48,0.13,342.69,300.4556,9.4299,300.5262,0.48,0.13,342.69,300.5483,8.4075,150.0101,1.38,100.00,180.54,-0.02,180.54,0.02,34.00
1.52,150.00,300.0000,6.0278,300.0000,0.75,100.00,322.55,-1.05,322.55,1.05,1.37,299.7018,9.0381,300.2819,299.3863,9.0285,300.0526,1.37,1.05,322.55,300.1797,9.0525,300.6609,1.37,1.05,322.55,300.9503,7.6182,150.0078,1.76,100.00,181.19,-0.47,181.19,0.47,53.93
2.03,149.99,299.9989,5.9219,299.9992,0.21,100.00,302.04,-1.63,302.04,1.63,0.72,299.6131,8.9285,300.2040,299.3979,8.9233,299.8787,0.72,1.63,302.04,299.9281,8.9359,300.7265,0.72,1.63,302.04,300.3941,7.0390,150.0180,1.57,100.00,181.27,-0.19,181.27,0.19,93.47
2.56,149.98,299.9899,6.4474,300.0001,1.00,100.00,281.13,-2.90,281.13,2.90,2.60,299.4724,9.4409,299.9698,299.3883,9.4228,299.5893,2.60,2.90,281.13,299.5788,9.4680,300.5699,2.60,2.90,281.13,299.9528,6.9695,150.0183,0.85,100.00,181.15,0.30,181.15,359.70,116.15
3.06,149.98,299.9892,6.4314,300.0000,0.03,100.00,261.53,-4.05,261.53,4.05,2.92,299.4551,9.4135,299.7719,299.5040,9.3930,299.3854,2.92,4.05,261.53,299.3534,9.4439,300.3727,2.92,4.05,261.53,299.8791,6.9749,150.0183,0.15,100.00,181.11,0.37,181.11,359.63,119.88
3.58,149.98,299.9892,6.4345,300.0000,0.01,100.00,241.07,-1.77,241.07,1.77,3.02,299.6752,9.4364,299.6531,299.8554,9.4155,299.3077,3.02,1.77,241.07,299.3709,9.4681,300.1809,3.02,1.77,241.07,299.9370,6.9704,150.0183,0.11,100.00,181.14,0.31,181.14,359.69,116.95
4.29,149.98,299.9892,6.4116,300.0000,0.03,100.00,226.13,-1.20,226.13,1.20,1.25,299.7322,9.4210,299.6716,299.9954,9.4123,299.3838,1.25,1.20,226.13,299.3021,9.4340,300.1042,1.25,1.20,226.13,300.0065,6.9688,150.0183,0.10,100.00,181.17,0.24,181.17,359.76,113.44
4.82,149.98,299.9892,6.4240,300.0000,0.02,100.00,224.53,-1.26,224.53,1.26,0.15,299.6980,9.4335,299.7028,299.9690,9.4323,299.4222,0.15,1.26,224.53,299.2561,9.4349,300.1234,0.15,1.26,224.53,300.0191,6.9689,150.0183,0.02,100.00,181.18,0.23,181.18,359.77,112.81
5.33,149.97,299.9770,6.4036,299.9873,0.05,100.00,223.88,-1.26,223.88,1.26,0.03,299.6847,9.4131,299.6909,299.9588,9.4127,299.4134,0.03,1.26,223.88,299.2381,9.4132,300.1066,0.03,1.26,223.88,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
5.84,149.85,299.8596,6.3955,299.8652,0.34,100.00,224.00,-1.26,224.00,1.26,0.04,299.5667,9.4050,299.5693,299.8403,9.4045,299.2912,0.04,1.26,224.00,299.1210,9.4052,299.9859,0.04,1.26,224.00,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
6.47,149.84,299.8528,6.4055,299.8580,0.02,100.00,225.03,-1.26,225.03,1.26,1.21,299.5983,9.4144,299.5237,299.8669,9.4060,299.2409,1.21,1.26,225.03,299.1600,9.4271,299.9479,1.21,1.26,225.03,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
7.03,149.84,299.8528,6.4049,299.8580,0.00,100.00,226.40,-1.23,226.40,1.23,1.24,299.5926,9.4140,299.5298,299.8544,9.4054,299.2407,1.24,1.23,226.40,299.1646,9.4270,299.9643,1.24,1.23,226.40,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
7.54,149.84,299.8528,6.3996,299.8580,0.01,100.00,227.14,-1.22,227.14,1.22,1.26,299.5895,9.4088,299.5331,299.8476,9.4001,299.2407,1.26,1.22,227.14,299.1672,9.4220,299.9732,1.26,1.22,227.14,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
8.10,149.84,299.8528,6.4190,299.8581,0.03,100.00,226.25,-1.24,226.25,1.24,1.24,299.5932,9.4281,299.5292,299.8557,9.4195,299.2408,1.24,1.24,226.25,299.1640,9.4411,299.9626,1.24,1.24,226.25,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
8.62,149.84,299.8528,6.3953,299.8581,0.05,100.00,224.98,-1.26,224.98,1.26,1.21,299.5985,9.4042,299.5236,299.8674,9.3958,299.2410,1.21,1.26,224.98,299.1599,9.4169,299.9474,1.21,1.26,224.98,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
9.12,149.79,299.8041,6.4209,299.8090,0.15,100.00,224.72,-1.26,224.72,1.26,0.05,299.5081,9.4303,299.5162,299.7781,9.4298,299.2347,0.05,1.26,224.72,299.0676,9.4307,299.9384,0.05,1.26,224.72,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
9.74,149.61,299.6246,6.4164,299.6278,0.41,100.00,224.72,-1.26,224.72,1.26,0.05,299.3286,9.4258,299.3350,299.5986,9.4253,299.0535,0.05,1.26,224.72,298.8881,9.4262,299.7572,0.05,1.26,224.72,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
10.29,149.18,299.1938,6.3696,299.1925,1.12,100.00,224.69,-3.10,224.69,3.10,358.13,298.7580,9.3622,298.9024,299.0276,9.3744,298.6206,358.13,3.10,224.69,298.3184,9.3418,299.3248,358.13,3.10,224.69,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
10.81,148.68,298.7031,6.3262,298.6954,1.36,100.00,224.51,-5.54,224.51,5.54,354.34,298.0385,9.2809,298.4536,298.3058,9.3181,298.1718,354.34,5.54,224.51,297.6027,9.2200,298.8762,354.34,5.54,224.51,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
11.32,148.06,298.0786,6.2364,298.0596,1.73,100.00,224.36,-6.66,224.36,6.66,350.72,297.2412,9.1530,297.9095,297.5044,9.2143,297.6280,350.72,6.66,224.36,296.8118,9.0541,298.3314,350.72,6.66,224.36,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
11.91,147.39,297.4230,6.2723,297.3863,1.60,100.00,224.32,-6.41,224.32,6.41,353.47,296.6958,9.2120,297.1431,296.9626,9.2550,296.8618,353.47,6.41,224.32,296.2607,9.1419,297.5650,353.47,6.41,224.32,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
12.43,146.53,296.5545,6.1309,296.5046,2.39,100.00,225.32,-5.91,225.32,5.91,350.85,295.7468,9.0575,296.3906,296.0059,9.1181,296.1054,350.85,5.91,225.32,295.3233,8.9599,296.8188,350.85,5.91,225.32,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
12.99,146.23,296.2351,6.0813,296.1925,0.81,100.00,225.67,-6.78,225.67,6.78,349.35,295.3417,8.9839,296.1090,295.5964,9.0543,295.8220,349.35,6.78,225.67,294.9252,8.8708,296.5403,349.35,6.78,225.67,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
13.64,145.84,295.8330,6.0251,295.7998,0.87,100.00,225.85,-5.91,225.85,5.91,348.04,294.9247,8.9242,295.7995,295.1773,9.0036,295.5130,348.04,5.91,225.85,294.5112,8.7974,296.2298,348.04,5.91,225.85,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
14.15,145.26,295.2198,5.9014,295.1992,1.72,100.00,225.64,-6.94,225.64,6.94,345.36,294.1812,8.7559,295.2601,294.4294,8.8525,294.9750,345.36,6.94,225.64,293.7748,8.6016,295.6881,345.36,6.94,225.64,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
14.76,144.64,294.5614,5.7824,294.5501,1.52,100.00,225.16,-8.64,225.16,8.64,343.05,293.3836,8.5817,294.6293,293.6275,8.6927,294.3458,343.05,8.64,225.16,292.9840,8.4044,295.0549,343.05,8.64,225.16,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
15.49,144.64,294.5614,5.7581,294.5501,0.03,100.00,225.16,-8.64,225.16,8.64,343.05,293.3836,8.5575,294.6293,293.6275,8.6684,294.3458,343.05,8.64,225.16,292.9840,8.3801,295.0549,343.05,8.64,225.16,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
16.08,144.64,294.5614,5.6724,294.5501,0.15,100.00,254.20,-15.34,254.20,15.34,349.46,293.3295,8.4399,294.7823,293.4065,8.5060,294.4056,349.46,15.34,254.20,293.1853,8.3297,295.3648,349.46,15.34,254.20,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
16.67,144.64,294.5613,5.5894,294.5501,0.14,100.00,279.15,-18.52,279.15,18.52,357.16,293.3137,8.3361,294.9095,293.2363,8.3512,294.5274,357.16,18.52,279.15,293.4106,8.3043,295.5109,357.16,18.52,279.15,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
17.22,144.64,294.5613,5.5885,294.5501,0.00,100.00,286.03,-17.81,286.03,17.81,0.74,293.3455,8.3547,294.8663,293.2301,8.3468,294.4937,0.74,17.81,286.03,293.5025,8.3591,295.4558,0.74,17.81,286.03,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
17.75,144.64,294.5613,5.5816,294.5501,0.01,100.00,284.70,-18.48,284.70,18.48,359.91,293.3182,8.3330,294.8884,293.2099,8.3305,294.5136,359.91,18.48,284.70,293.4641,8.3289,295.4808,359.91,18.48,284.70,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
18.30,144.64,294.5613,5.5904,294.5500,0.02,100.00,283.53,-18.47,283.53,18.47,359.54,293.3164,8.3418,294.8818,293.2150,8.3416,294.5050,359.54,18.47,283.53,293.4514,8.3340,295.4767,359.54,18.47,283.53,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
18.98,144.64,294.5613,5.5914,294.5500,0.00,100.00,282.33,-18.46,282.33,18.46,359.16,293.3147,8.3428,294.8750,293.2204,8.3451,294.4965,359.16,18.46,282.33,293.4384,8.3312,295.4723,359.16,18.46,282.33,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
19.52,144.64,294.5613,5.5716,294.5500,0.04,100.00,280.97,-18.43,280.97,18.43,358.73,293.3130,8.3232,294.8674,293.2267,8.3282,294.4869,358.73,18.43,280.97,293.4239,8.3072,295.4671,358.73,18.43,280.97,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
20.09,144.64,294.5613,5.5910,294.5500,0.03,100.00,279.77,-18.41,279.77,18.41,358.35,293.3115,8.3427,294.8606,293.2325,8.3502,294.4786,358.35,18.41,279.77,293.4110,8.3228,295.4622,358.35,18.41,279.77,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
20.64,144.64,294.5613,5.5734,294.5501,0.03,100.00,278.60,-18.54,278.60,18.54,357.12,293.3098,8.3196,294.8997,293.2360,8.3350,294.5169,357.12,18.54,278.60,293.4011,8.2874,295.5020,357.12,18.54,278.60,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
21.27,144.64,294.5613,5.5791,294.5500,0.01,100.00,277.51,-18.11,277.51,18.11,356.66,293.3271,8.3335,294.8972,293.2598,8.3519,294.5134,356.66,18.11,277.51,293.4083,8.2966,295.5008,356.66,18.11,277.51,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
21.85,144.64,294.5613,5.5873,294.5501,0.01,100.00,276.30,-18.01,276.30,18.01,355.95,293.3299,8.3416,294.9075,293.2692,8.3647,294.5228,355.95,18.01,276.30,293.4005,8.2976,295.5119,355.95,18.01,276.30,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
22.41,144.64,294.5613,5.5863,294.5502,0.00,100.00,274.89,-17.91,274.89,17.91,355.52,293.3287,8.3410,294.8994,293.2767,8.3670,294.5136,355.52,17.91,274.89,293.3857,8.2926,295.5049,355.52,17.91,274.89,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
22.96,144.64,294.5613,5.6026,294.5502,0.03,100.00,273.71,-18.08,273.71,18.08,354.86,293.3166,8.3507,294.9091,293.2712,8.3809,294.5227,354.86,18.08,273.71,293.3634,8.2956,295.5148,354.86,18.08,273.71,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
23.62,144.64,294.5613,5.5840,294.5502,0.03,100.00,272.60,-18.03,272.60,18.03,354.11,293.3153,8.3295,294.9237,293.2758,8.3644,294.5372,354.11,18.03,272.60,293.3527,8.2669,295.5294,354.11,18.03,272.60,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
24.15,144.64,294.5613,5.6021,294.5502,0.03,100.00,271.23,-17.89,271.23,17.89,353.69,293.3146,8.3484,294.9158,293.2836,8.3862,294.5287,353.69,17.89,271.23,293.3387,8.2815,295.5217,353.69,17.89,271.23,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
24.76,144.64,294.5613,5.6151,294.5502,0.02,100.00,270.19,-17.78,270.19,17.78,353.37,293.3142,8.3620,294.9097,293.2897,8.4018,294.5224,353.37,17.78,270.19,293.3282,8.2918,295.5156,353.37,17.78,270.19,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
25.32,144.64,294.5321,5.6071,294.5498,0.05,100.00,269.22,-17.62,269.22,17.62,353.01,293.2872,8.3553,294.9072,293.2686,8.3975,294.5198,353.01,17.62,269.22,293.2918,8.2815,295.5128,353.01,17.62,269.22,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
25.97,144.65,294.3430,5.5382,294.5473,0.31,100.00,269.29,-16.98,269.29,16.98,353.83,293.1284,8.3049,294.8637,293.1114,8.3421,294.4757,353.83,16.98,269.29,293.1306,8.2393,295.4702,353.83,16.98,269.29,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
26.50,144.65,294.3353,5.5387,294.5472,0.01,100.00,270.68,-16.83,270.68,16.83,354.56,293.1342,8.3124,294.8544,293.1094,8.3449,294.4664,354.56,16.83,270.68,293.1486,8.2542,295.4615,354.56,16.83,270.68,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
27.17,144.65,294.3352,5.5223,294.5472,0.02,100.00,271.84,-16.93,271.84,16.93,354.90,293.1346,8.2954,294.8612,293.1024,8.3257,294.4736,354.90,16.93,271.84,293.1603,8.2406,295.4683,354.90,16.93,271.84,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
27.75,144.65,294.3022,5.5209,294.5485,0.06,100.00,272.25,-16.97,272.25,16.97,355.02,293.1017,8.2938,294.8649,293.0670,8.3233,294.4774,355.02,16.97,272.25,293.1315,8.2402,295.4719,355.02,16.97,272.25,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
28.29,144.67,294.1100,5.4602,294.5560,0.37,100.00,271.43,-17.66,271.43,17.66,354.87,292.8720,8.2175,294.8640,292.8422,8.2477,294.4762,354.87,17.66,271.43,292.8942,8.1625,295.4712,354.87,17.66,271.43,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
28.86,144.67,294.1100,5.4761,294.5559,0.03,100.00,270.24,-17.56,270.24,17.56,354.51,292.8716,8.2340,294.8570,292.8492,8.2666,294.4689,354.51,17.56,270.24,292.8822,8.1753,295.4642,354.51,17.56,270.24,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
29.42,144.67,294.1042,5.4657,294.5559,0.02,100.00,269.24,-17.46,269.24,17.46,354.21,292.8656,8.2241,294.8512,292.8493,8.2586,294.4629,354.21,17.46,269.24,292.8665,8.1623,295.4581,354.21,17.46,269.24,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
29.98,144.67,293.9934,5.4374,294.5544,0.21,100.00,269.24,-17.46,269.24,17.46,354.21,292.7548,8.1958,294.8497,292.7385,8.2304,294.4615,354.21,17.46,269.24,292.7557,8.1341,295.4567,354.21,17.46,269.24,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
30.55,144.67,293.8883,5.3783,294.5530,0.21,100.00,270.40,-16.13,270.40,16.13,354.51,292.7201,8.1663,294.8569,292.6974,8.1994,294.4688,354.51,16.13,270.40,292.7309,8.1075,295.4640,354.51,16.13,270.40,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
31.06,144.67,293.8883,5.3685,294.5531,0.02,100.00,271.43,-16.22,271.43,16.22,354.80,292.7204,8.1560,294.8630,292.6913,8.1871,294.4752,354.80,16.22,271.43,292.7414,8.1001,295.4702,354.80,16.22,271.43,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
31.59,144.68,293.7691,5.3464,294.5562,0.23,100.00,271.53,-15.10,271.53,15.10,356.26,292.6528,8.1623,294.7899,292.6262,8.1843,294.4013,356.26,15.10,271.53,292.6697,8.1213,295.3984,356.26,15.10,271.53,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
32.15,144.68,293.7302,5.3331,294.5573,0.07,100.00,270.54,-15.03,270.54,15.03,356.00,292.6136,8.1493,294.7852,292.5932,8.1730,294.3963,356.00,15.03,270.54,292.6207,8.1057,295.3936,356.00,15.03,270.54,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
32.83,144.69,293.6817,5.3311,294.5572,0.07,100.00,269.94,-15.82,269.94,15.82,355.87,292.5243,8.1312,294.7803,292.5074,8.1555,294.3913,355.87,15.82,269.94,292.5259,8.0862,295.3887,355.87,15.82,269.94,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
33.38,144.70,293.3476,5.2364,294.5567,0.62,100.00,270.14,-13.42,270.14,13.42,355.39,292.3100,8.0806,294.8090,292.2920,8.1088,294.4203,355.39,13.42,270.14,292.3131,8.0306,295.4170,355.39,13.42,270.14,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
33.96,144.73,292.8177,5.0999,294.5588,0.96,100.00,270.22,-12.58,270.22,12.58,355.89,291.8214,7.9610,294.7858,291.8040,7.9861,294.3968,355.89,12.58,270.22,291.8234,7.9161,295.3942,355.89,12.58,270.22,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
34.47,144.77,292.1325,4.9907,294.5626,1.35,100.00,270.58,-7.31,270.58,7.31,356.26,291.4046,7.9328,294.7738,291.3875,7.9567,294.3848,356.26,7.31,270.58,291.4059,7.8920,295.3826,356.26,7.31,270.58,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
34.98,144.82,291.4893,4.9377,294.5697,1.27,100.00,270.73,-4.90,270.73,4.90,356.33,290.8860,7.9081,294.7777,290.8690,7.9321,294.3887,356.33,4.90,270.73,290.8872,7.8683,295.3865,356.33,4.90,270.73,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
35.58,144.93,290.0033,4.7834,294.5891,2.48,100.00,270.77,-4.27,270.77,4.27,357.01,289.4321,7.7624,294.7613,289.4154,7.7819,294.3720,357.01,4.27,270.77,289.4327,7.7299,295.3705,357.01,4.27,270.77,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
36.13,145.06,288.5890,4.6479,294.6079,2.57,100.00,270.87,-2.17,270.87,2.17,358.22,288.1268,7.6488,294.7155,288.1104,7.6605,294.3259,358.22,2.17,270.87,288.1267,7.6295,295.3253,358.22,2.17,270.87,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
36.78,145.18,287.3508,4.7161,294.6292,1.92,100.00,271.04,5.69,271.04,354.31,359.39,287.3024,7.7535,294.6692,287.2858,7.7587,294.2795,359.39,354.31,271.04,287.3029,7.7481,295.2793,359.39,354.31,271.04,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
37.30,145.46,284.8843,5.1201,294.6745,4.83,100.00,271.04,8.88,271.04,351.12,358.53,285.0057,8.1547,294.7566,284.9903,8.1661,294.3669,358.53,351.12,271.04,285.0045,8.1408,295.3665,358.53,351.12,271.04,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
37.87,145.74,282.6745,5.3443,294.7112,3.85,100.00,270.89,4.44,270.89,355.56,358.09,282.5606,8.3783,294.8207,282.5456,8.3920,294.4311,358.09,355.56,270.89,282.5586,8.3588,295.4305,358.09,355.56,270.89,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
38.42,146.00,280.8220,5.4765,294.7388,3.41,100.00,270.83,2.70,270.83,357.30,357.78,280.6164,8.5050,294.8658,280.6015,8.5206,294.4763,357.78,357.30,270.83,280.6140,8.4818,295.4755,357.78,357.30,270.83,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
38.94,146.45,277.9236,5.6714,294.7816,5.57,100.00,270.90,5.73,270.90,354.27,359.90,277.8772,8.7091,294.7946,277.8612,8.7108,294.4048,359.90,354.27,270.90,277.8767,8.7091,295.4047,359.90,354.27,270.90,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
39.57,146.90,275.3419,5.8002,294.8215,4.14,100.00,270.83,0.92,270.83,359.08,358.22,275.0421,8.8216,294.9265,275.0266,8.8339,294.5369,358.22,359.08,270.83,275.0406,8.8029,295.5363,358.22,359.08,270.83,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
40.08,147.54,272.0176,6.0167,294.8718,6.43,100.00,270.93,6.98,270.93,353.02,359.00,272.0381,9.0542,294.9311,272.0226,9.0621,294.5414,359.00,353.02,270.93,272.0368,9.0448,295.5411,359.00,353.02,270.93,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
40.66,148.25,268.7335,6.4543,294.9257,5.77,100.00,270.93,7.11,270.93,352.89,358.12,268.7612,9.4905,295.0311,268.7466,9.5044,294.6414,358.12,352.89,270.93,268.7586,9.4719,295.6408,358.12,352.89,270.93,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
41.21,149.02,265.5219,7.0568,294.9859,5.87,100.00,271.44,14.69,271.44,345.31,354.94,265.9525,10.0527,295.2484,265.9417,10.0886,294.8600,354.94,345.31,271.44,265.9444,10.0032,295.8564,354.94,345.31,271.44,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
41.78,149.72,262.7963,7.8221,295.0374,4.97,100.00,270.15,13.68,270.15,346.32,353.98,263.1669,10.8202,295.3598,263.1659,10.8623,294.9720,353.98,346.32,270.15,263.1436,10.7604,295.9666,353.98,346.32,270.15,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
42.35,150.15,261.1217,8.2736,295.0374,3.07,100.00,269.45,16.21,269.45,343.79,352.50,261.6169,11.2436,295.4428,261.6252,11.2952,295.0562,352.50,343.79,269.45,261.5792,11.1700,296.0472,352.50,343.79,269.45,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
42.89,150.57,259.4542,8.7893,295.0104,3.26,100.00,268.79,16.67,268.79,343.33,352.71,259.9693,11.7565,295.4116,259.9821,11.8068,295.0249,352.71,343.33,268.79,259.9246,11.6852,296.0158,352.71,343.33,268.79,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
43.42,150.93,258.0414,9.1906,294.9800,2.77,100.00,268.93,15.43,268.93,344.57,352.46,258.4925,12.1667,295.3912,258.5037,12.2187,295.0047,352.46,344.57,268.93,258.4503,12.0923,295.9952,352.46,344.57,268.93,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
43.97,151.20,257.0649,9.4678,294.9686,1.84,100.00,269.95,14.50,269.95,345.50,351.45,257.4728,12.4436,295.4247,257.4780,12.5023,295.0390,351.45,345.50,269.95,257.4399,12.3583,296.0279,351.45,345.50,269.95,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
44.51,151.27,256.8371,9.5290,294.9692,0.44,100.00,271.08,14.67,271.08,345.33,351.14,257.2621,12.5013,295.4330,257.2603,12.5619,295.0476,351.14,345.33,271.08,257.2401,12.4129,296.0363,351.14,345.33,271.08,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
45.14,151.29,256.7571,9.5352,294.9710,0.13,100.00,271.22,14.35,271.22,345.65,351.10,257.1671,12.5094,295.4363,257.1642,12.5703,295.0510,351.10,345.65,271.22,257.1468,12.4204,296.0395,351.10,345.65,271.22,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
45.71,151.33,256.6400,9.5751,294.9735,0.22,100.00,270.21,14.51,270.21,345.49,351.35,257.0499,12.5502,295.4328,257.0535,12.6094,295.0472,351.35,345.49,270.21,257.0194,12.4639,296.0360,351.35,345.49,270.21,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
46.35,151.35,256.5719,9.5882,294.9734,0.11,100.00,269.88,14.55,269.88,345.45,351.43,256.9818,12.5636,295.4308,256.9876,12.6223,295.0451,351.43,345.45,269.88,256.9481,12.4782,296.0339,351.43,345.45,269.88,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
46.92,151.45,256.2190,9.7031,294.9721,0.66,100.00,269.68,13.30,269.68,346.70,351.43,256.5623,12.6866,295.4309,256.5680,12.7455,295.0453,351.43,346.70,269.68,256.5283,12.6004,296.0339,351.43,346.70,269.68,300.0191,6.9689,150.0183,0.00,100.00,181.18,0.23,181.18,359.77,112.81
